StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q2,Q3,Q4,Q6,Q5,Q16,Q18,Q17,Q20,Q19,Q21,Q22,Q24,Q23,Q26,Q25,Q27,Q29,Q30,Q28,Q9,Q10,Q11,Q12,Q13_1
2021-11-11 21:16:24,2021-11-11 21:18:57,IP Address,65.112.8.61,100,153,True,2021-11-11 21:18:57,R_2DV7zkZk9lyIsN5,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Some of the time,No,,,,,,,,,,,,,Somewhat more likely,Unchanged,Somewhat less likely,,,,Single,Black or African American,Female,Moderate,8
2021-11-11 21:18:51,2021-11-11 21:19:41,IP Address,65.112.8.54,100,49,True,2021-11-11 21:19:41,R_SISvCfv3dPDPu37,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Rarely,Only now and then,No,,,,,,,Somewhat less likely,Unchanged,Somewhat more likely,,,,,,,,,,Single,Other,Female,Moderate,8
2021-11-11 21:19:15,2021-11-11 21:20:02,IP Address,65.112.8.61,100,47,True,2021-11-11 21:20:02,R_2ZOEZ19JioSm9qn,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Some of the time,Yes,,,,Somewhat less likely,Somewhat more likely,Much more likely,,,,,,,,,,,,,In an exclusive relationship,Black or African American,Male,Moderate,10
2021-11-11 21:21:32,2021-11-11 21:22:26,IP Address,65.112.8.30,100,53,True,2021-11-11 21:22:27,R_31HS462H8p7OEX5,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Very often,Only now and then,Yes,,,,,,,,,,,,,,,,Somewhat less likely,Much less likely,Much more likely,In an exclusive relationship,White,Female,Somewhat Liberal,7.1
2021-11-11 20:26:22,2021-11-11 21:25:17,IP Address,65.112.8.21,100,3535,True,2021-11-11 21:25:17,R_3dHblxizeFniaJe,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Very often,Hardly at all,Yes,,,,,,,Somewhat more likely,Somewhat less likely,Unchanged,,,,,,,,,,Single,White,Male,Somewhat Liberal,7.2
2021-11-11 21:31:14,2021-11-11 21:31:59,IP Address,65.112.8.59,100,44,True,2021-11-11 21:31:59,R_12L4QLpo3hWPq6m,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Only now and then,Yes,,,,,,,Somewhat more likely,Much less likely,Somewhat less likely,,,,,,,,,,Single,Asian/Pacific Islander,Female,Very Liberal,
2021-11-11 21:32:57,2021-11-11 21:34:03,IP Address,65.112.8.20,100,65,True,2021-11-11 21:34:03,R_6o0TG9MXyq3Uw37,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Most of the time,No,Somewhat less likely,Somewhat more likely,Unchanged,,,,,,,,,,,,,,,,In an exclusive relationship,Asian/Pacific Islander,Male,Somewhat Liberal,8
2021-11-11 21:33:18,2021-11-11 21:34:20,IP Address,65.112.8.26,100,62,True,2021-11-11 21:34:20,R_3lS0qyk24RIJPbX,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Some of the time,Yes,,,,,,,,,,Unchanged,,Unchanged,,,,,,,Single,White,Male,Moderate,7.5
2021-11-11 21:30:37,2021-11-11 21:35:43,IP Address,65.112.8.51,100,306,True,2021-11-11 21:35:43,R_2sbWcgjAypY7rgA,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Some of the time,Yes,,,,,,,,,,Unchanged,Somewhat less likely,Much less likely,,,,,,,Single,Hispanic,Male,Somewhat Liberal,6.7
2021-11-11 21:35:01,2021-11-11 21:36:04,IP Address,65.112.8.58,100,63,True,2021-11-11 21:36:05,R_2uU4om3Q7stGL2u,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Some of the time,Yes,,,,,,,,,,,,,Somewhat less likely,Somewhat more likely,Much less likely,,,,Single,White,Non-binary,Very Liberal,9.4
2021-11-11 21:32:08,2021-11-11 21:38:34,IP Address,65.112.8.55,100,385,True,2021-11-11 21:38:34,R_1gd0WppvceRwCHB,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Some of the time,No,,,,Somewhat more likely,Somewhat less likely,Much more likely,,,,,,,,,,,,,Single,White,Female,Moderate,6
2021-11-11 21:38:33,2021-11-11 21:39:47,IP Address,65.112.8.26,100,73,True,2021-11-11 21:39:47,R_2qE21fb70fWMsHx,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Most of the time,No,,,,,,,,,,,,,,,,Somewhat more likely,Somewhat less likely,Unchanged,In an exclusive relationship,Other,Male,Somewhat Liberal,7
2021-11-11 21:41:48,2021-11-11 21:42:53,IP Address,65.112.8.23,100,64,True,2021-11-11 21:42:53,R_3yjX93V2RyROvSx,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Some of the time,No,,,,,,,,,,,,,,,,Unchanged,Much less likely,Somewhat more likely,Single,Asian/Pacific Islander,Female,Somewhat Liberal,7.5
2021-11-11 21:42:05,2021-11-11 21:43:26,IP Address,174.242.74.139,100,81,True,2021-11-11 21:43:27,R_Rac4qzc1jgv4UXT,,,,,42.3634033203125,-71.07129669189453125,anonymous,EN,0.89999997615814208984375,Never,Hardly at all,No,,,,Much less likely,Somewhat more likely,Much more likely,,,,,,,,,,,,,In an exclusive relationship,White,Female,Somewhat Liberal,7
2021-11-11 21:44:56,2021-11-11 21:45:43,IP Address,65.112.8.22,100,47,True,2021-11-11 21:45:44,R_2YP7MshzwJ1OEmB,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Hardly at all,No,,,,,,,,,,,,,Somewhat more likely,Somewhat more likely,Much less likely,,,,In an exclusive relationship,Asian/Pacific Islander,Male,Somewhat Liberal,6.2
2021-11-11 21:46:24,2021-11-11 21:47:26,IP Address,65.112.8.20,100,61,True,2021-11-11 21:47:26,R_3DvzIEDbPGTmOyo,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Some of the time,Yes,,,,,,,Much more likely,Much less likely,Unchanged,,,,,,,,,,Single,Asian/Pacific Islander,Female,Somewhat Liberal,9.1
2021-11-11 21:49:09,2021-11-11 21:50:27,IP Address,65.112.8.59,100,77,True,2021-11-11 21:50:27,R_zVvFMGbOnsjWnqF,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Rarely,Most of the time,Yes,Somewhat less likely,Much more likely,Somewhat less likely,,,,,,,,,,,,,,,,In an exclusive relationship,Asian/Pacific Islander,Male,Somewhat Liberal,6.5
2021-11-11 22:02:06,2021-11-11 22:03:09,IP Address,65.112.8.60,100,62,True,2021-11-11 22:03:09,R_3pscUKWlpfIEZNK,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Some of the time,Yes,,,,,,,,,,Somewhat more likely,Somewhat more likely,Unchanged,,,,,,,In an exclusive relationship,White,Male,Somewhat Liberal,8.5
2021-11-11 22:17:03,2021-11-11 22:17:58,IP Address,65.112.8.31,100,54,True,2021-11-11 22:17:58,R_2bVPaD9ne3SZoA7,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Only now and then,No,,,,,,,,,,Unchanged,Unchanged,Unchanged,,,,,,,In an exclusive relationship,White,Female,Moderate,10
2021-11-11 22:51:29,2021-11-11 22:52:33,IP Address,65.112.8.58,100,63,True,2021-11-11 22:52:33,R_3fVu6RYbBbzKizz,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Hardly at all,Yes,,,,Somewhat less likely,Somewhat more likely,Somewhat more likely,,,,,,,,,,,,,Single,White,Female,Somewhat Liberal,6.9
2021-11-12 00:46:09,2021-11-12 00:47:16,IP Address,65.112.8.21,100,66,True,2021-11-12 00:47:16,R_3oXc0T0Dhq1Qy9C,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Some of the time,No,,,,,,,Unchanged,Unchanged,Somewhat more likely,,,,,,,,,,Single,White,Female,Moderate,7
2021-11-12 01:02:51,2021-11-12 01:03:33,IP Address,65.112.8.50,100,42,True,2021-11-12 01:03:33,R_2VJChlspy8NqwKW,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Some of the time,No,,,,,,,,,,,,,,,,Somewhat more likely,Unchanged,Unchanged,Single,Asian/Pacific Islander,Male,Somewhat Liberal,5
2021-11-12 01:05:08,2021-11-12 01:06:09,IP Address,128.103.24.75,100,61,True,2021-11-12 01:06:10,R_3Rrsp5ye2s3XRiX,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Most of the time,Yes,Much less likely,Unchanged,Somewhat more likely,,,,,,,,,,,,,,,,In an exclusive relationship,Hispanic,Male,Somewhat Liberal,7
2021-11-12 01:40:32,2021-11-12 01:41:21,IP Address,65.112.8.60,100,49,True,2021-11-12 01:41:22,R_1Iu8KADpmofSKDw,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Hardly at all,No,,,,Much less likely,Somewhat more likely,Much less likely,,,,,,,,,,,,,Single,Black or African American,Female,Very Liberal,10
2021-11-12 02:34:29,2021-11-12 02:35:18,IP Address,65.112.8.31,100,49,True,2021-11-12 02:35:18,R_2ZHpCFyxkYJLefd,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Hardly at all,No,,,,,,,,,,,,,Unchanged,Unchanged,Unchanged,,,,Single,Asian/Pacific Islander,Female,Moderate,
2021-11-12 04:40:47,2021-11-12 04:41:45,IP Address,65.112.8.18,100,58,True,2021-11-12 04:41:45,R_3Eu8fOTFUTSiDGg,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Most of the time,Yes,Somewhat less likely,Unchanged,Unchanged,,,,,,,,,,,,,,,,In an exclusive relationship,Other,Male,Somewhat Liberal,7.1
2021-11-12 05:35:20,2021-11-12 05:36:28,IP Address,18.4.1.76,100,67,True,2021-11-12 05:36:29,R_RJETdPjIFUEbFPb,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,1,Never,Some of the time,Yes,,,,,,,,,,Much more likely,Much more likely,Somewhat less likely,,,,,,,In an exclusive relationship,White,Female,Very Liberal,7
2021-11-12 05:37:20,2021-11-12 05:38:25,IP Address,65.112.8.23,100,64,True,2021-11-12 05:38:25,R_1r63zgrHRXEjwzL,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Hardly at all,Yes,,,,,,,,,,,,,,,,Much more likely,Much less likely,Much more likely,Other,Other,Female,Very Liberal,5
2021-11-12 05:38:02,2021-11-12 05:40:23,IP Address,174.196.199.154,100,141,True,2021-11-12 05:40:23,R_3GcTpMzSqrWZ4YX,,,,,42.33880615234375,-71.072601318359375,anonymous,EN,1,Never,Only now and then,No,,,,,,,Unchanged,Much less likely,Somewhat more likely,,,,,,,,,,Single,Other,Female,Somewhat Liberal,7
2021-11-12 05:57:01,2021-11-12 05:58:08,IP Address,107.77.225.177,100,67,True,2021-11-12 05:58:09,R_1IXHuKEGKphGN1t,,,,,40.75030517578125,-74.00140380859375,anonymous,EN,0.89999997615814208984375,Never,Some of the time,Yes,,,,Much less likely,Much more likely,Somewhat less likely,,,,,,,,,,,,,In an exclusive relationship,White,Female,Very Liberal,8
2021-11-12 06:18:56,2021-11-12 06:20:28,IP Address,65.112.8.19,100,92,True,2021-11-12 06:20:29,R_2VPBPwGWpOYnzUQ,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Only now and then,No,Unchanged,Somewhat more likely,Somewhat less likely,,,,,,,,,,,,,,,,In an exclusive relationship,White,Male,Moderate,3.5
2021-11-12 07:33:18,2021-11-12 07:34:17,IP Address,65.112.8.27,100,58,True,2021-11-12 07:34:17,R_ufCUQAOuFp50orn,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Only now and then,No,,,,,,,Somewhat more likely,Somewhat less likely,Somewhat more likely,,,,,,,,,,In an exclusive relationship,Asian/Pacific Islander,Female,Somewhat Liberal,5.7
2021-11-12 07:38:14,2021-11-12 07:39:12,IP Address,65.112.8.27,100,57,True,2021-11-12 07:39:12,R_3WV40C3gXfsoohj,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Only now and then,No,,,,,,,,,,Somewhat more likely,Unchanged,Somewhat less likely,,,,,,,Single,White,Female,Somewhat Liberal,6
2021-11-12 07:38:28,2021-11-12 07:39:41,IP Address,65.112.8.57,100,72,True,2021-11-12 07:39:41,R_1QnORvu7TUjgbKV,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Some of the time,Yes,,,,,,,,,,,,,Unchanged,Much more likely,Somewhat less likely,,,,Single,Other,Female,Somewhat Liberal,6
2021-11-12 07:50:12,2021-11-12 07:51:36,IP Address,65.112.8.30,100,84,True,2021-11-12 07:51:37,R_28CEg6Q6amhWSh7,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Only now and then,No,,,,,,,,,,,,,,,,Somewhat less likely,Somewhat less likely,Somewhat more likely,Single,White,Male,Very Liberal,4
2021-11-12 08:00:26,2021-11-12 08:06:01,IP Address,65.112.8.55,100,335,True,2021-11-12 08:06:02,R_yEhFt9hmQWPjcwF,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Most of the time,Yes,,,,Much less likely,Unchanged,Unchanged,,,,,,,,,,,,,In an exclusive relationship,Black or African American,Male,Moderate,8
2021-11-12 08:09:01,2021-11-12 08:10:30,IP Address,65.112.8.61,100,88,True,2021-11-12 08:10:30,R_QhNtnxXCoPeh1mx,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Most of the time,Yes,,,,,,,,,,Much less likely,Much more likely,Much less likely,,,,,,,Single,White,Male,Moderate,
2021-11-12 08:14:00,2021-11-12 08:14:37,IP Address,132.183.4.6,100,36,True,2021-11-12 08:14:37,R_2wvIZz5RrCFzzZT,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,1,Never,Only now and then,No,Much less likely,Somewhat more likely,Somewhat more likely,,,,,,,,,,,,,,,,In an exclusive relationship,Asian/Pacific Islander,Female,Somewhat Liberal,2.9
2021-11-12 08:22:24,2021-11-12 08:22:53,IP Address,45.130.83.230,100,29,True,2021-11-12 08:22:54,R_1dtOAOox2UGO9nT,,,,,40.7487945556640625,-73.9882965087890625,anonymous,EN,0.89999997615814208984375,Sometimes,Most of the time,Yes,,,,,,,Much more likely,Much less likely,Much less likely,,,,,,,,,,In an exclusive relationship,White,Female,Very Liberal,6.1
2021-11-12 08:50:51,2021-11-12 08:51:51,IP Address,65.112.8.54,100,60,True,2021-11-12 08:51:51,R_1oovM2PO7toeoCo,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Some of the time,Yes,,,,,,,,,,,,,,,,Somewhat less likely,Much less likely,Somewhat more likely,In an exclusive relationship,White,Female,Very Liberal,6.5
2021-11-12 08:51:14,2021-11-12 08:52:12,IP Address,65.112.8.51,100,58,True,2021-11-12 08:52:13,R_3G0OZNtviUjWvSd,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Most of the time,Yes,,,,,,,,,,,,,Somewhat less likely,Much more likely,Much less likely,,,,Single,White,Female,Very Liberal,7.5
2021-11-12 08:56:20,2021-11-12 09:03:18,IP Address,65.112.8.60,100,418,True,2021-11-12 09:03:19,R_20NC2cjfilxMZCn,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Very often,Most of the time,Yes,,,,,,,,,,Much more likely,Somewhat less likely,Much less likely,,,,,,,Single,Hispanic,Female,Very Liberal,8.1
2021-11-12 09:59:58,2021-11-12 10:01:31,IP Address,172.58.222.191,100,92,True,2021-11-12 10:01:31,R_9RKa7iGl0B8tQd3,,,,,42.356201171875,-71.06310272216796875,anonymous,EN,1,Never,Some of the time,No,,,,,,,Much less likely,Much more likely,Somewhat more likely,,,,,,,,,,Single,Hispanic,Female,Very Conservative,7.5
2021-11-12 10:53:28,2021-11-12 10:54:16,IP Address,65.112.8.55,100,48,True,2021-11-12 10:54:17,R_eR8cvURbPBZiJ3z,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Only now and then,Yes,Somewhat less likely,Somewhat less likely,Much more likely,,,,,,,,,,,,,,,,In an exclusive relationship,Asian/Pacific Islander,Female,Somewhat Liberal,9
2021-11-12 11:00:03,2021-11-12 11:00:53,IP Address,65.112.8.53,100,49,True,2021-11-12 11:00:53,R_27r0mS0taF33M9E,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Only now and then,No,,,,Somewhat less likely,Somewhat less likely,Somewhat more likely,,,,,,,,,,,,,In an exclusive relationship,Black or African American,Female,Moderate,6
2021-11-12 11:48:12,2021-11-12 11:49:02,IP Address,65.112.8.27,100,50,True,2021-11-12 11:49:02,R_2tu5iW94VorAxWp,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Most of the time,Yes,,,,,,,,,,,,,,,,Much more likely,Much less likely,Much less likely,In an exclusive relationship,White,Male,Somewhat Liberal,9
2021-11-12 12:05:17,2021-11-12 12:06:08,IP Address,65.112.8.21,100,50,True,2021-11-12 12:06:08,R_30vmd2r9WlaX9EP,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Only now and then,No,Somewhat less likely,Unchanged,Unchanged,,,,,,,,,,,,,,,,In an exclusive relationship,White,Female,Somewhat Liberal,7
2021-11-12 13:40:45,2021-11-12 13:41:42,IP Address,66.31.46.180,100,57,True,2021-11-12 13:41:43,R_1jdpjJzCDdCnP7i,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Very often,Some of the time,Yes,,,,,,,,,,Somewhat more likely,Unchanged,Somewhat less likely,,,,,,,Single,White,Male,Somewhat Liberal,6.9
2021-11-12 13:58:06,2021-11-12 13:59:35,IP Address,65.112.8.17,100,88,True,2021-11-12 13:59:35,R_RffuNSydZruaxcl,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Very often,Most of the time,Yes,,,,,,,,,,,,,,,,Somewhat more likely,Much more likely,Much less likely,Single,White,Male,Very Conservative,7
2021-11-12 14:58:01,2021-11-12 14:58:55,IP Address,65.112.8.53,100,53,True,2021-11-12 14:58:55,R_2fH7VwastufaLlb,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Only now and then,Yes,,,,,,,Somewhat more likely,Much less likely,Unchanged,,,,,,,,,,In an exclusive relationship,Asian/Pacific Islander,Female,Somewhat Liberal,7
2021-11-12 16:26:58,2021-11-12 16:28:57,IP Address,65.112.8.29,100,119,True,2021-11-12 16:28:58,R_3CDaiVawzYo9WFr,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Some of the time,Yes,,,,Much less likely,Somewhat more likely,Somewhat more likely,,,,,,,,,,,,,Single,Black or African American,Female,Somewhat Liberal,7
2021-11-12 16:28:05,2021-11-12 16:29:36,IP Address,65.112.8.22,100,91,True,2021-11-12 16:29:36,R_3Q0qO595smkZPYC,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Some of the time,Yes,,,,,,,,,,,,,Somewhat less likely,Much more likely,Much less likely,,,,Single,Black or African American,Female,Very Liberal,6.5
2021-11-12 18:37:40,2021-11-12 18:39:16,IP Address,65.112.8.60,100,96,True,2021-11-12 18:39:16,R_3LioIWbvjyHu8vM,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Only now and then,No,,,,,,,,,,,,,Unchanged,Somewhat less likely,Much more likely,,,,Other,Hispanic,Non-binary,Very Liberal,10
2021-11-12 20:40:37,2021-11-12 20:41:31,IP Address,65.112.8.56,100,54,True,2021-11-12 20:41:32,R_3foqizv0xpEvKR1,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Only now and then,No,,,,,,,,,,,,,,,,Somewhat more likely,Somewhat less likely,Somewhat less likely,In an exclusive relationship,White,Female,Moderate,6.8
2021-11-12 21:15:20,2021-11-12 21:16:21,IP Address,65.112.8.61,100,60,True,2021-11-12 21:16:21,R_2PAnJn1StYLObpf,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Very often,Most of the time,No,,,,,,,,,,Much more likely,Much more likely,Somewhat less likely,,,,,,,Other,White,Male,Very Liberal,6
2021-11-12 23:29:25,2021-11-12 23:30:33,IP Address,65.112.8.27,100,67,True,2021-11-12 23:30:33,R_1duCwUbC5Jlv9nl,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Some of the time,No,,,,,,,Unchanged,Somewhat more likely,Much more likely,,,,,,,,,,Single,Hispanic,Male,Moderate,7
2021-11-13 10:17:28,2021-11-13 10:18:28,IP Address,65.112.8.53,100,59,True,2021-11-13 10:18:29,R_REmYRJIerCAt1S1,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Some of the time,No,Much less likely,Somewhat less likely,Much less likely,,,,,,,,,,,,,,,,Single,White,Male,Moderate,
2021-11-13 11:27:33,2021-11-13 11:28:29,IP Address,65.112.8.17,100,56,True,2021-11-13 11:28:30,R_3KrPYWpZiZZu1ij,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Some of the time,Yes,,,,Much less likely,Much more likely,Somewhat less likely,,,,,,,,,,,,,Single,White,Female,Somewhat Liberal,7
2021-11-13 13:59:53,2021-11-13 14:03:24,IP Address,174.196.203.20,100,210,True,2021-11-13 14:03:24,R_T1v273TopjKXRYJ,,,,,42.33990478515625,-71.1244964599609375,anonymous,EN,0.89999997615814208984375,Rarely,Hardly at all,Yes,,,,,,,Somewhat more likely,Somewhat less likely,Much more likely,,,,,,,,,,In an exclusive relationship,White,Female,Somewhat Liberal,
2021-11-13 15:02:13,2021-11-13 15:04:15,IP Address,65.112.8.25,100,122,True,2021-11-13 15:04:16,R_1EaQa3I6nA2E9ln,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Only now and then,No,,,,,,,,,,,,,Unchanged,Unchanged,Somewhat less likely,,,,Single,White,Male,Somewhat Liberal,7.5
2021-11-13 19:14:31,2021-11-13 19:15:40,IP Address,65.112.8.20,100,68,True,2021-11-13 19:15:40,R_24cKalNkytHZQ5C,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Hardly at all,No,Unchanged,Somewhat more likely,Somewhat less likely,,,,,,,,,,,,,,,,Single,Asian/Pacific Islander,Male,Somewhat Conservative,6
2021-11-14 07:15:36,2021-11-14 07:16:44,IP Address,65.112.8.48,100,67,True,2021-11-14 07:16:44,R_3Oet2BzRfhCdXf5,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Most of the time,No,,,,,,,,,,,,,,,,Somewhat less likely,Somewhat less likely,Somewhat less likely,In an exclusive relationship,White,Male,Somewhat Liberal,8.2
2021-11-14 16:01:07,2021-11-14 16:02:03,IP Address,65.112.8.51,100,55,True,2021-11-14 16:02:03,R_3enr3WamAILqooJ,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Only now and then,Yes,,,,Much less likely,Somewhat more likely,Unchanged,,,,,,,,,,,,,In an exclusive relationship,White,Female,Somewhat Liberal,7
2021-11-14 15:09:57,2021-11-14 16:23:44,IP Address,65.112.8.25,100,4427,True,2021-11-14 16:23:45,R_PMOalYNQ2YmJJrX,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Only now and then,No,,,,,,,,,,Somewhat less likely,Unchanged,Somewhat more likely,,,,,,,Single,White,Female,Somewhat Conservative,6.4
2021-11-14 17:33:04,2021-11-14 17:33:43,IP Address,65.112.8.16,100,39,True,2021-11-14 17:33:43,R_2ZWdZr0kwTzYZ6S,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Most of the time,Yes,Much less likely,Much less likely,Somewhat more likely,,,,,,,,,,,,,,,,Single,Hispanic,Female,Very Liberal,7
2021-11-14 17:33:11,2021-11-14 17:34:17,IP Address,65.112.8.54,100,65,True,2021-11-14 17:34:17,R_1pYElIbyRzdLQf9,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Most of the time,Yes,,,,,,,,,,,,,Somewhat less likely,Somewhat more likely,Much less likely,,,,Single,White,Female,Somewhat Liberal,7.3
2021-11-14 17:33:13,2021-11-14 17:34:20,IP Address,107.115.17.15,100,67,True,2021-11-14 17:34:21,R_3fYIv7gLCraabXA,,,,,42.356201171875,-71.06310272216796875,anonymous,EN,1,Never,Hardly at all,No,,,,Much less likely,Somewhat more likely,Unchanged,,,,,,,,,,,,,In an exclusive relationship,White,Female,Very Liberal,8
2021-11-14 17:33:17,2021-11-14 17:34:23,IP Address,65.112.8.31,100,65,True,2021-11-14 17:34:23,R_3kpNHDgmD1BjyU1,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Some of the time,No,,,,Somewhat less likely,Unchanged,Unchanged,,,,,,,,,,,,,Single,Asian/Pacific Islander,Male,Moderate,
2021-11-14 17:33:19,2021-11-14 17:34:25,IP Address,65.112.8.18,100,65,True,2021-11-14 17:34:26,R_3RpB7Kk5ZoCT2u7,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Some of the time,Yes,,,,,,,,,,Somewhat more likely,Unchanged,Somewhat less likely,,,,,,,Single,White,Female,Somewhat Liberal,5
2021-11-14 17:34:05,2021-11-14 17:34:49,IP Address,65.112.8.55,100,44,True,2021-11-14 17:34:49,R_2z6DfnulrGaS3HI,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-14 17:33:47,2021-11-14 17:35:16,IP Address,65.112.8.17,100,88,True,2021-11-14 17:35:16,R_2wjChGnyXbTzI09,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Only now and then,Yes,,,,,,,,,,,,,,,,Somewhat more likely,Much less likely,Unchanged,Single,White,Male,Somewhat Liberal,6.9
2021-11-14 17:34:07,2021-11-14 17:36:05,IP Address,65.112.8.26,100,118,True,2021-11-14 17:36:06,R_3FJae6pb0dkiOCL,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Most of the time,No,,,,,,,Somewhat more likely,Somewhat less likely,Much more likely,,,,,,,,,,Single,Asian/Pacific Islander,Female,Somewhat Liberal,2
